loanId,borrowerId,loanType,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,borrowerState,loanPurpose,creditGrade,employmentLength,incomeBand,paymentStatus,daysPastDue,servicerName,lastPaymentDate
LN-10462,BRW-90462,Personal,2022-08-01,2024-05-17,25536,14783,6.58,60,OH,Home Improvement,A,4-7 years,100k-150k,Charged Off,0,Mr. Cooper,2026-01-22
LN-10463,BRW-90463,Personal,2020-10-11,2027-07-22,35343,28282,14.18,60,TX,Home Improvement,B,4-7 years,0-50k,Current,0,Wells Fargo,2026-05-02
LN-10464,BRW-90464,Personal,2021-07-06,2023-11-23,12761,11139,12.77,60,NC,Credit Card Refinancing,C,10+ years,50k-100k,Current,0,LoanCare,2025-03-26
LN-10465,BRW-90465,Personal,2018-01-09,2028-01-31,17162,9106,8.95,36,PA,Home Improvement,D,8-10 years,100k-150k,Charged Off,0,LoanCare,2022-01-02
LN-10466,BRW-90466,Personal,2018-02-19,2024-06-28,25934,22445,6.62,36,OH,Medical Expenses,D,4-7 years,0-50k,Fully Paid,0,Cenlar,2024-09-22
LN-10467,BRW-90467,Personal,2021-09-24,2028-11-13,13089,7120,16.53,60,CA,Debt Consolidation,D,4-7 years,50k-100k,Fully Paid,0,Cenlar,2025-08-29
LN-10468,BRW-90468,Personal,2020-03-18,2023-11-07,25238,19972,6.32,60,TX,Medical Expenses,A,1-3 years,100k-150k,Fully Paid,0,Cenlar,2025-01-30
LN-10469,BRW-90469,Personal,2018-09-07,2028-12-21,16749,10495,6.08,60,NC,Home Improvement,D,8-10 years,200k+,Current,0,LoanCare,2026-05-15
LN-10470,BRW-90470,Personal,2020-01-01,2023-05-11,8565,4377,15.74,60,MI,Home Improvement,C,< 1 year,150k-200k,Charged Off,0,Wells Fargo,2023-04-25
LN-10471,BRW-90471,Personal,2018-04-04,2028-04-29,38478,19433,11.83,60,NC,Home Improvement,A,8-10 years,0-50k,Current,0,PennyMac,2022-02-06
LN-10472,BRW-90472,Personal,2020-06-22,2025-01-18,5711,3018,7.21,60,TX,Home Improvement,C,< 1 year,150k-200k,Late (31-120 days),79,Cenlar,2025-07-28
LN-10473,BRW-90473,Personal,2018-10-20,2023-02-28,37580,30600,5.73,60,TX,Medical Expenses,C,10+ years,0-50k,Late (31-120 days),55,Mr. Cooper,2023-04-14
LN-10474,BRW-90474,Personal,2018-11-12,2028-01-24,42905,23663,8.80,60,IL,Credit Card Refinancing,C,< 1 year,200k+,Fully Paid,0,PennyMac,2022-01-31
LN-10475,BRW-90475,Personal,2022-11-09,2023-01-08,10810,10713,12.74,60,PA,Credit Card Refinancing,D,8-10 years,50k-100k,In Grace Period,0,Wells Fargo,2023-07-17
LN-10476,BRW-90476,Personal,2019-07-12,2027-11-26,20861,17549,11.36,36,FL,Credit Card Refinancing,D,8-10 years,50k-100k,In Grace Period,0,LoanCare,2022-03-24
LN-10477,BRW-90477,Personal,2022-12-03,2024-10-11,12795,7987,6.50,60,TX,Medical Expenses,A,8-10 years,200k+,Late (31-120 days),94,LoanCare,2022-11-08
LN-10478,BRW-90478,Personal,2019-02-26,2025-12-28,16530,15261,11.84,36,NY,Debt Consolidation,D,< 1 year,200k+,Fully Paid,0,Cenlar,2023-06-12
LN-10479,BRW-90479,Personal,2022-03-01,2026-05-16,26570,16540,16.53,36,GA,Major Purchase,A,< 1 year,0-50k,Fully Paid,0,LoanCare,2025-04-25
LN-10480,BRW-90480,Personal,2019-09-11,2025-05-27,40507,35880,6.87,60,MI,Major Purchase,E,8-10 years,50k-100k,In Grace Period,0,PennyMac,2025-08-16
LN-10481,BRW-90481,Personal,2022-01-17,2028-08-21,14532,9293,12.45,60,OH,Home Improvement,E,10+ years,0-50k,Charged Off,0,LoanCare,2025-05-18
LN-10482,BRW-90482,Personal,2019-03-03,2026-03-23,39314,31065,13.04,60,NC,Home Improvement,C,1-3 years,0-50k,Current,0,Cenlar,2025-10-06
LN-10483,BRW-90483,Personal,2019-08-28,2023-01-26,37935,34819,5.49,60,OH,Major Purchase,E,< 1 year,100k-150k,Charged Off,0,Mr. Cooper,2023-07-08
LN-10484,BRW-90484,Personal,2021-06-07,2027-07-08,11106,7151,7.30,36,MI,Debt Consolidation,D,1-3 years,200k+,Charged Off,0,Wells Fargo,2026-03-28
LN-10485,BRW-90485,Personal,2019-02-21,2028-10-06,37269,34228,10.96,36,IL,Major Purchase,E,< 1 year,150k-200k,Charged Off,0,LoanCare,2023-10-27
LN-10486,BRW-90486,Personal,2018-04-23,2024-08-10,5851,3349,18.28,60,NY,Home Improvement,D,8-10 years,0-50k,Late (31-120 days),65,Wells Fargo,2022-03-16
LN-10487,BRW-90487,Personal,2018-03-27,2024-08-06,30103,15645,19.63,60,PA,Home Improvement,A,10+ years,150k-200k,Current,0,Mr. Cooper,2022-10-29
LN-10488,BRW-90488,Personal,2022-09-17,2027-11-19,26491,17356,6.09,36,GA,Debt Consolidation,E,4-7 years,100k-150k,Charged Off,0,Mr. Cooper,2022-07-21
LN-10489,BRW-90489,Personal,2018-04-07,2025-12-01,39717,21302,15.31,36,NY,Credit Card Refinancing,E,10+ years,150k-200k,Charged Off,0,Wells Fargo,2022-06-17
LN-10490,BRW-90490,Personal,2020-10-02,2023-07-06,32537,17059,11.12,36,IL,Credit Card Refinancing,E,1-3 years,0-50k,Current,0,Wells Fargo,2022-08-30
LN-10491,BRW-90491,Personal,2018-07-31,2028-02-15,9927,7673,6.80,36,TX,Major Purchase,E,1-3 years,50k-100k,In Grace Period,0,Mr. Cooper,2022-11-05
LN-10492,BRW-90492,Personal,2022-08-28,2025-05-11,43940,25964,10.84,60,NY,Major Purchase,D,< 1 year,100k-150k,Fully Paid,0,Cenlar,2022-07-09
LN-10493,BRW-90493,Personal,2018-03-13,2026-05-02,29962,21350,15.61,36,TX,Medical Expenses,B,1-3 years,50k-100k,Fully Paid,0,LoanCare,2025-05-23
LN-10494,BRW-90494,Personal,2021-04-20,2023-09-18,40960,24729,11.78,36,MI,Medical Expenses,E,4-7 years,0-50k,Fully Paid,0,PennyMac,2026-08-29
LN-10495,BRW-90495,Personal,2022-02-26,2026-05-01,11936,10862,8.32,36,OH,Debt Consolidation,B,4-7 years,200k+,In Grace Period,0,Wells Fargo,2026-04-21
LN-10496,BRW-90496,Personal,2019-09-12,2027-12-06,39322,34842,6.51,60,NC,Major Purchase,A,1-3 years,200k+,Late (31-120 days),115,Wells Fargo,2023-06-01
LN-10497,BRW-90497,Personal,2022-09-05,2027-08-07,15564,11191,17.33,36,NC,Home Improvement,B,10+ years,100k-150k,In Grace Period,0,Cenlar,2024-03-31
LN-10498,BRW-90498,Personal,2021-10-25,2025-08-31,28993,25592,19.54,60,OH,Major Purchase,C,4-7 years,0-50k,Current,0,PennyMac,2022-04-02
LN-10499,BRW-90499,Personal,2019-04-14,2027-07-10,16787,15792,15.02,60,TX,Major Purchase,C,10+ years,100k-150k,In Grace Period,0,Wells Fargo,2025-05-05
LN-10500,BRW-90500,Personal,2018-09-04,2024-01-04,21628,20735,12.33,36,FL,Major Purchase,A,8-10 years,0-50k,In Grace Period,0,PennyMac,2024-04-22
