loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100943,B-33648,FHA,2015-11-14,2045-11-14,353639.48,170417.84,2.983,360,CA,PURCHASE,A,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100423,B-96355,CONVENTIONAL,2023-08-09,2033-08-08,186297.78,98102.32,5.068,120,FL,PURCHASE,B,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100351,B-31108,VA,2019-04-16,2034-04-17,77424.66,45851.64,4.789,180,TX,REFINANCE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100077,B-28472,JUMBO,2018-02-02,2033-02-02,374596.24,176016.25,5.103,180,OH,CASH_OUT,A,< 1 year,$150k+,CURRENT,0,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100993,B-13427,VA,2015-11-02,2025-11-02,481237.61,67447.08,5.422,120,OH,REFINANCE,B,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100476,B-14204,CONVENTIONAL,2019-02-02,2029-02-02,282710.94,40560.54,3.657,120,IL,PURCHASE,A,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100822,B-51883,CONVENTIONAL,2023-04-17,2033-04-17,244209.12,27069.43,3.737,120,NC,PURCHASE,D,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100349,B-39664,FHA,2018-12-14,2033-12-14,496901.65,441140.33,3.028,180,CA,PURCHASE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100232,B-33559,FHA,2015-12-23,2025-12-22,321990.6,254117.99,3.166,120,NY,PURCHASE,A,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100906,B-82004,CONVENTIONAL,2020-12-13,2050-12-14,85281.21,76379.64,6.597,360,OH,CASH_OUT,A,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100754,B-80649,VA,2021-06-06,2051-06-07,236749.93,178100.73,5.259,360,CA,CASH_OUT,B,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100050,B-92511,FHA,2016-06-08,2046-06-10,283629.76,119340.46,3.432,360,CA,REFINANCE,B,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100421,B-51094,FHA,2021-05-31,2036-05-31,251852.09,60351.69,5.919,180,TX,CASH_OUT,D,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100078,B-47024,CONVENTIONAL,2022-07-21,2032-07-20,334135.21,81986.44,3.607,120,OH,REFINANCE,C,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100576,B-21774,CONVENTIONAL,2015-06-24,2030-06-24,111216.6,45223.18,2.755,180,TX,REFINANCE,C,10+ years,$150k+,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100015,B-66299,CONVENTIONAL,2023-10-01,2053-10-01,100225.43,70665.63,4.139,360,NY,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100401,B-74111,CONVENTIONAL,2016-03-02,2046-03-03,159897.2,67054.7,4.251,360,TX,CASH_OUT,C,10+ years,$150k+,CURRENT,0,Servicer_A,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100723,B-88166,VA,2022-07-12,2032-07-12,71886.73,52511.84,2.512,120,NC,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100675,B-26594,CONVENTIONAL,2022-07-22,2032-07-22,215344.28,52768.33,4.51,120,PA,REFINANCE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100460,B-74728,CONVENTIONAL,2021-12-20,2051-12-21,242667.81,174170.7,6.785,360,NC,REFINANCE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100485,B-32258,CONVENTIONAL,2015-11-26,2030-11-26,233884.15,94099.99,4.274,180,GA,CASH_OUT,B,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100419,B-86745,VA,2016-08-31,2046-09-02,133790.97,86137.93,6.509,360,FL,CASH_OUT,D,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100267,B-70839,CONVENTIONAL,2017-01-04,2047-01-05,423915.74,433915.74,6.964,360,IL,REFINANCE,B,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100256,B-33040,JUMBO,2017-02-28,2032-02-29,132568.38,25272.75,4.627,180,PA,PURCHASE,B,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100191,B-43744,VA,2023-04-07,2053-04-08,398365.67,100709.94,2.712,360,PA,PURCHASE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100688,B-85134,FHA,2018-09-24,2028-09-24,107043.32,19738.78,4.574,120,MI,PURCHASE,D,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100747,B-72806,VA,2018-01-07,2048-01-09,351105.4,59375.39,6.47,360,CA,PURCHASE,C,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100043,B-47368,FHA,2020-05-12,2030-05-13,227588.07,172109.58,6.115,120,NY,CASH_OUT,C,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100018,B-51777,VA,2017-09-04,2047-09-06,458409.86,111274.52,3.944,360,IL,PURCHASE,B,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100639,B-17165,CONVENTIONAL,2018-07-13,2033-07-13,314425.99,150975.7,4.354,180,GA,CASH_OUT,D,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-01-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100751,B-24035,JUMBO,2017-02-19,2032-02-20,204254.78,50163.97,3.488,180,OH,PURCHASE,D,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100845,B-48565,JUMBO,2022-01-03,2032-01-04,68569.25,26173.15,6.861,120,CA,PURCHASE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100730,B-40042,JUMBO,2022-08-31,2052-09-01,297078.93,32505.12,4.984,360,OH,CASH_OUT,D,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100294,B-69861,JUMBO,2017-08-31,2027-09-01,179903.33,26528.68,4.268,120,OH,REFINANCE,A,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-02-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100710,B-94565,VA,2019-09-16,2029-09-16,193455.23,182703.14,7.232,120,GA,PURCHASE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100505,B-65956,CONVENTIONAL,2015-04-02,2030-04-03,407891.02,368072.69,3.792,180,FL,CASH_OUT,A,4-7 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100985,B-25643,FHA,2015-04-24,2045-04-24,275021.85,212072.74,4.658,360,NY,REFINANCE,C,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100543,B-62449,JUMBO,2015-05-09,2045-05-10,197541.98,74567.76,4.306,360,GA,REFINANCE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-01-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100615,B-63659,VA,2022-06-09,2037-06-10,115083.14,21517.59,6.037,180,IL,CASH_OUT,B,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100297,B-11557,FHA,2021-05-18,2036-05-18,404039.0,317149.32,6.71,180,PA,PURCHASE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100691,B-92919,CONVENTIONAL,2021-11-11,2031-11-12,68728.81,31032.49,3.855,120,MI,REFINANCE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100721,B-87024,VA,2023-11-29,2053-11-30,144495.2,118113.07,3.107,360,GA,PURCHASE,D,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100422,B-57570,JUMBO,2015-10-17,2025-10-16,318248.11,83405.54,5.937,120,IL,CASH_OUT,C,8-10 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100381,B-63881,CONVENTIONAL,2021-10-24,2036-10-24,227452.11,114849.24,5.521,180,TX,REFINANCE,A,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-02-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100752,B-17045,JUMBO,2016-08-26,2031-08-27,219672.54,26965.13,4.691,180,CA,CASH_OUT,D,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100716,B-30389,VA,2022-02-12,2037-02-12,457451.62,244745.14,6.174,180,NY,REFINANCE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100704,B-41349,JUMBO,2018-08-29,2048-08-30,402523.06,366553.66,3.584,360,NY,REFINANCE,D,< 1 year,$0-$50k,CURRENT,0,Servicer_B,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100367,B-69027,VA,2018-10-20,2033-10-21,414250.37,226331.88,6.66,180,PA,PURCHASE,B,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100542,B-23402,CONVENTIONAL,2016-02-04,2046-02-05,306322.94,257045.97,6.854,360,CA,REFINANCE,A,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100194,B-27547,VA,2015-11-04,2025-11-04,383518.89,275579.63,4.439,120,OH,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100591,B-61496,VA,2019-08-09,2049-08-10,426896.18,217759.85,5.184,360,IL,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100961,B-67410,JUMBO,2020-06-03,2030-06-04,240381.44,158046.16,4.723,120,FL,REFINANCE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-01-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100461,B-70364,FHA,2020-03-24,2050-03-25,78492.29,20875.96,7.031,360,OH,REFINANCE,D,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100991,B-81771,FHA,2017-02-20,2027-02-21,241833.21,227390.66,6.29,120,TX,REFINANCE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-01-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100233,B-52902,JUMBO,2021-10-25,2036-10-25,144110.61,112165.23,6.084,180,NC,PURCHASE,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100744,B-64217,JUMBO,2020-09-09,2050-09-10,146696.99,81188.05,6.48,360,NC,REFINANCE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100134,B-24467,FHA,2019-04-26,2029-04-25,145181.01,16634.91,5.276,120,TX,PURCHASE,C,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-01-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100288,B-77566,JUMBO,2020-05-09,2050-05-10,161572.18,25883.45,4.125,360,FL,REFINANCE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100537,B-17870,JUMBO,2022-07-23,2032-07-23,370659.16,196683.97,3.159,120,NY,REFINANCE,A,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100983,B-86470,FHA,2023-05-05,2038-05-05,406052.55,162109.72,2.641,180,NC,PURCHASE,B,10+ years,$150k+,CURRENT,0,Servicer_A,2024-02-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100310,B-27228,CONVENTIONAL,2017-04-30,2027-04-30,449881.47,405388.34,4.856,120,NY,CASH_OUT,C,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100780,B-63900,CONVENTIONAL,2018-10-12,2048-10-12,327795.31,192898.06,5.643,360,MI,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100262,B-15945,FHA,2022-10-22,2052-10-22,235547.55,116369.25,7.289,360,NC,REFINANCE,D,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-01-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100073,B-86632,CONVENTIONAL,2018-11-24,2048-11-24,144556.01,23154.91,2.718,360,OH,CASH_OUT,A,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100508,B-37001,JUMBO,2015-02-24,2045-02-24,365660.71,155981.97,5.737,360,NY,REFINANCE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100980,B-55603,VA,2017-03-16,2047-03-17,432174.72,243709.23,3.706,360,NC,REFINANCE,B,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-01-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100240,B-95602,CONVENTIONAL,2016-08-17,2046-08-18,293280.87,249173.68,5.347,360,MI,REFINANCE,C,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100895,B-67045,FHA,2018-04-07,2048-04-07,141797.57,126242.39,4.914,360,FL,PURCHASE,C,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100188,B-42655,JUMBO,2022-06-04,2037-06-04,128970.25,35272.8,2.708,180,CA,PURCHASE,C,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100901,B-28526,CONVENTIONAL,2016-08-18,2026-08-19,329852.15,166142.97,2.528,120,PA,REFINANCE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-01-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100071,B-20006,FHA,2020-07-31,2035-08-02,70602.69,49351.87,5.871,180,FL,PURCHASE,D,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100518,B-46123,FHA,2017-04-19,2032-04-19,367514.02,182174.36,5.145,180,TX,CASH_OUT,D,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100763,B-27897,FHA,2020-01-22,2035-01-22,387388.3,268370.73,2.753,180,CA,REFINANCE,B,8-10 years,$150k+,CURRENT,0,Servicer_B,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100909,B-64896,VA,2018-02-19,2033-02-19,110128.86,90855.72,3.681,180,TX,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100363,B-69642,JUMBO,2017-10-04,2047-10-06,323917.85,136820.02,3.487,360,OH,REFINANCE,A,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100753,B-62127,CONVENTIONAL,2023-01-31,2038-01-31,331083.15,116347.97,7.306,180,IL,PURCHASE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100416,B-99529,CONVENTIONAL,2020-08-18,2030-08-18,411151.82,73337.09,6.128,120,MI,CASH_OUT,B,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100456,B-23018,FHA,2020-01-02,2030-01-02,391708.98,192772.24,2.862,120,FL,PURCHASE,A,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100163,B-87507,VA,2016-07-04,2031-07-05,416709.98,83585.74,2.669,180,NC,PURCHASE,A,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-01-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100330,B-65661,JUMBO,2020-08-12,2035-08-13,347904.22,98294.26,6.321,180,NY,REFINANCE,B,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100624,B-13391,FHA,2020-10-21,2050-10-22,296865.93,201859.6,5.914,360,FL,REFINANCE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100850,B-85211,FHA,2015-05-18,2030-05-18,422213.26,221858.25,7.0,180,CA,REFINANCE,D,< 1 year,$150k+,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100764,B-72621,FHA,2019-08-18,2029-08-18,264822.0,44823.26,5.562,120,PA,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100303,B-96389,JUMBO,2019-11-21,2049-11-21,150513.34,50000.0,6.945,360,CA,CASH_OUT,B,1-3 years,$100k-$150k,CLOSED,0,Servicer_C,2024-02-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100582,B-91831,FHA,2018-04-05,2048-04-06,151897.28,45809.48,5.203,360,OH,PURCHASE,D,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100527,B-57723,CONVENTIONAL,2016-11-24,2031-11-25,473699.41,288997.74,4.577,180,GA,REFINANCE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100462,B-96333,CONVENTIONAL,2018-10-15,2028-10-15,241020.11,129635.46,3.162,120,TX,CASH_OUT,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100684,B-39075,JUMBO,2017-08-19,2027-08-20,399481.47,358670.53,5.618,120,IL,PURCHASE,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100170,B-82957,CONVENTIONAL,2018-08-04,2048-08-05,404727.78,246428.57,6.986,360,IL,PURCHASE,B,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100698,B-82773,JUMBO,2020-02-18,2035-02-18,382898.32,178486.21,7.261,180,MI,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100525,B-49672,JUMBO,2019-03-07,2029-03-07,85721.23,34637.45,3.488,120,IL,CASH_OUT,C,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100053,B-31232,JUMBO,2023-06-21,2053-06-22,277355.47,75688.48,6.517,360,PA,REFINANCE,C,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100837,B-63991,CONVENTIONAL,2022-09-27,2032-09-27,300316.4,137611.47,6.606,120,OH,CASH_OUT,A,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100911,B-86302,VA,2016-01-06,2031-01-06,452062.42,78781.58,5.414,180,MI,PURCHASE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100396,B-18540,VA,2020-07-28,2050-07-29,351663.68,222042.1,3.125,360,GA,PURCHASE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100311,B-66700,FHA,2016-10-14,2031-10-15,180481.82,155703.57,4.523,180,TX,REFINANCE,D,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100248,B-86477,FHA,2018-12-18,2028-12-18,294173.05,176798.34,4.874,120,PA,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100809,B-52031,FHA,2019-02-18,2049-02-18,450838.41,90034.34,3.81,360,PA,CASH_OUT,C,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100278,B-68168,JUMBO,2019-02-03,2049-02-04,376605.63,104252.71,6.279,360,MI,CASH_OUT,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100611,B-33134,CONVENTIONAL,2017-01-12,2027-01-13,400206.81,41029.25,6.364,120,CA,CASH_OUT,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100067,B-41215,FHA,2023-04-29,2038-04-29,316260.25,172501.41,4.943,180,PA,CASH_OUT,D,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100670,B-58564,CONVENTIONAL,2016-03-12,2031-03-14,142953.07,95299.27,3.057,180,NY,REFINANCE,B,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100650,B-46748,CONVENTIONAL,2015-11-02,2025-11-01,153756.27,112779.25,7.193,120,NC,CASH_OUT,A,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-02-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100969,B-10498,VA,2017-07-19,2032-07-19,485048.0,355792.22,4.311,180,IL,PURCHASE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100281,B-47023,FHA,2019-08-19,2034-08-20,187296.91,45541.82,3.939,180,OH,REFINANCE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100312,B-54687,JUMBO,2019/02/03,2049-02-03,309012.28,269872.47,4.391,360,TX,PURCHASE,B,10+ years,$150k+,CURRENT,0,Servicer_B,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100264,B-21653,JUMBO,2019-07-01,2034-07-01,65680.33,16119.48,6.017,180,TX,CASH_OUT,D,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-01-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100235,B-91251,JUMBO,2021-07-09,2036-07-09,265071.43,236797.22,5.474,180,IL,REFINANCE,A,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100942,B-60537,FHA,2017-03-16,2027-03-17,216604.15,171140.42,7.194,120,OH,CASH_OUT,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-21,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100469,B-38710,CONVENTIONAL,2015-10-20,2030-10-21,253099.68,224205.35,5.893,180,NC,REFINANCE,D,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
